Embedding,Algorithm,Accuracy,Precision,F1_score,Recall,Mean_score,Rank
FastText_SkipGram,ExtraTrees,0.888015717092338,0.7082968871675082,0.7444546247163562,0.8213970096472469,0.7905410596558622,50.0
HDC,KNeighbors,0.8911591355599214,0.7469113220488354,0.7551617550490446,0.7686569278070157,0.7904722851162043,51.0
LexVec_WN_300d,KNeighbors,0.8915520628683693,0.7386425889669056,0.7503931258929902,0.771591759768774,0.7880448843742598,52.0
LexVec_CC_300d,KNeighbors,0.8899803536345776,0.7424615217638217,0.7507592698495917,0.7650777162640399,0.7870697153780077,53.0
HDC,ExtraTrees,0.8844793713163065,0.7047744293752023,0.7396172465203692,0.8088781656542157,0.7844373032165235,54.0
FastText_CBOW,ExtraTrees,0.881335952848723,0.6931690884379405,0.736681330924053,0.8166066682228826,0.7819482601083998,55.0
FastText_SkipGram,LogisticRegression,0.9131630648330059,0.7253340153037753,0.7359901749791392,0.7529172040406185,0.7818511147891347,56.0
PDC,ExtraTrees,0.8840864440078585,0.6939477634468743,0.7353064470665933,0.809740593555827,0.7807703120192883,57.0
Glove_840B_300d,KNeighbors,0.8848722986247545,0.721463132720755,0.7347980513458426,0.7596019467239444,0.7751838573538242,58.0
FastText_CBOW,KNeighbors,0.8703339882121808,0.6902220689644329,0.713095404958354,0.7464115772085075,0.7550157598358688,59.0
LexVec_WN_300d,LogisticRegression,0.9049115913555992,0.6950182730860575,0.7010961069668474,0.7143873791744062,0.7538533376457275,60.0
ConceptNet_Numberbatch,BernoulliNB,0.8671905697445973,0.683787612503229,0.6615266005647596,0.6536416745794638,0.7165366143480124,61.0
Glove_6B_300d,BernoulliNB,0.8660117878192535,0.6827008622942816,0.6489786043431572,0.6519984145156821,0.7124224172430936,62.0
HDC,BernoulliNB,0.8495088408644401,0.6777644256963204,0.6424347787510107,0.6359532464212345,0.7014153229332514,63.0
Google_News,BernoulliNB,0.8495088408644401,0.6689789218112391,0.6336330710837121,0.6351322844600322,0.6968132795548558,64.0
PDC,BernoulliNB,0.8495088408644401,0.6644423968082472,0.6343112630512822,0.6298741627621818,0.6945341658715378,65.0
LexVec_WN_300d,BernoulliNB,0.8565815324165029,0.6581140627361757,0.6278573518013033,0.6311906713977985,0.6934359045879451,66.0
Glove_840B_300d,BernoulliNB,0.850294695481336,0.654921700011818,0.6218831919234531,0.6327759460894602,0.6899688833765169,67.0
LexVec_CC_300d,BernoulliNB,0.8392927308447937,0.6559585653230865,0.6164866574533316,0.619595506295439,0.6828333649791627,68.0
FastText_CBOW,BernoulliNB,0.8302554027504911,0.6326281282037337,0.6143336233892496,0.6102708211420489,0.6718719938713807,69.0
FastText_SkipGram,BernoulliNB,0.8286836935166995,0.6317581302961462,0.5901651988819347,0.5990909625912184,0.6624244963214998,70.0
Google_News,DecisionTree,0.8039292730844794,0.6033189615129717,0.6088857340820106,0.6175394696282988,0.6584183595769402,71.0
ConceptNet_Numberbatch,DecisionTree,0.7744597249508841,0.564872304080861,0.560600190306793,0.5584758650107956,0.6146020210873334,72.0
LexVec_CC_300d,DecisionTree,0.7654223968565815,0.5625092716042268,0.5620748961815628,0.5633747907022362,0.6133453388361518,73.0
FastText_CBOW,DecisionTree,0.7654223968565815,0.5548266132212709,0.5596114728851668,0.5670928238221217,0.6117383266962853,74.0
PDC,DecisionTree,0.7587426326129666,0.5678470294285058,0.556643157067384,0.5527040571676961,0.6089842190691381,75.0
HDC,DecisionTree,0.7618860510805501,0.5539122261923308,0.5562980411511274,0.5626404042019117,0.60868418065648,76.0
LexVec_WN_300d,DecisionTree,0.7964636542239686,0.5345537227145272,0.5364167532941162,0.5405983076448677,0.6020081094693699,77.0
Glove_6B_300d,DecisionTree,0.7905697445972495,0.5264968840444666,0.5283172243598485,0.5373118771563805,0.5956739325394862,78.0
FastText_SkipGram,DecisionTree,0.7583497053045186,0.5331655979298677,0.5313372937690899,0.5321459122536853,0.5887496273142905,79.0
Glove_840B_300d,DecisionTree,0.7815324165029469,0.49443424882193493,0.4989035157060232,0.5073283376069354,0.5705496296594601,80.0
FastText_CBOW,GaussianNB,0.6758349705304518,0.42021194546864543,0.4119296665318244,0.5113214789727083,0.5048245153759074,81.0
Glove_840B_300d,GaussianNB,0.6451866404715128,0.42763938530311907,0.4200271886818713,0.5186654735931209,0.502879672012406,82.0
Glove_6B_300d,GaussianNB,0.6404715127701375,0.42518448418254756,0.42255147860626674,0.5189098366841405,0.5017793280607731,83.0
Google_News,GaussianNB,0.6817288801571709,0.4038613020963051,0.38621559357781093,0.5133611707708471,0.4962917366505335,84.0
ConceptNet_Numberbatch,GaussianNB,0.6074656188605108,0.41244394180782146,0.41175339599209093,0.5264346328951042,0.4895243973888818,85.0
LexVec_WN_300d,GaussianNB,0.5882121807465619,0.3872679439831377,0.37924983059923933,0.5035293644911444,0.4645648299550208,86.0
LexVec_CC_300d,GaussianNB,0.5343811394891945,0.3383790111469829,0.3187532636380053,0.47061393268222346,0.41553183673910155,87.0
PDC,GaussianNB,0.519056974459725,0.3309476336627737,0.3086433561861641,0.4616925355513523,0.4050851249650038,88.0
FastText_SkipGram,GaussianNB,0.5245579567779961,0.322917147794814,0.3032001121106967,0.4615421602616874,0.40305434423629855,89.0
HDC,GaussianNB,0.5178781925343812,0.3126738493779496,0.29153527403238466,0.46126704404438,0.39583858999727384,90.0
